"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 14:15:30,37
2025-04-09 14:15:32,37
2025-04-09 14:15:34,37
2025-04-09 14:15:36,37
2025-04-09 14:15:38,37
2025-04-09 14:15:40,37
2025-04-09 14:15:42,38
2025-04-09 14:15:44,38
2025-04-09 14:15:46,38
2025-04-09 14:15:48,38
2025-04-09 14:15:50,38
2025-04-09 14:15:52,38
2025-04-09 14:15:54,38
2025-04-09 14:15:56,38
2025-04-09 14:15:58,38
2025-04-09 14:16:00,38
2025-04-09 14:16:02,38
2025-04-09 14:16:04,38
2025-04-09 14:16:06,38
2025-04-09 14:16:08,38
2025-04-09 14:16:10,38
2025-04-09 14:16:12,37
2025-04-09 14:16:14,37
2025-04-09 14:16:16,37
2025-04-09 14:16:18,37
2025-04-09 14:16:20,37
2025-04-09 14:16:22,36
2025-04-09 14:16:24,36
2025-04-09 14:16:26,36
2025-04-09 14:16:28,36
2025-04-09 14:16:30,36
2025-04-09 14:16:32,36
2025-04-09 14:16:34,36
2025-04-09 14:16:36,36
2025-04-09 14:16:38,36
2025-04-09 14:16:40,36
2025-04-09 14:16:42,35
2025-04-09 14:16:44,35
2025-04-09 14:16:46,35
2025-04-09 14:16:48,35
2025-04-09 14:16:50,35
2025-04-09 14:16:52,35
2025-04-09 14:16:54,35
2025-04-09 14:16:56,35
2025-04-09 14:16:58,35
2025-04-09 14:17:00,35
2025-04-09 14:17:02,35
2025-04-09 14:17:04,35
2025-04-09 14:17:06,35
2025-04-09 14:17:08,35
2025-04-09 14:17:10,35
2025-04-09 14:17:12,34
2025-04-09 14:17:14,34
2025-04-09 14:17:16,34
2025-04-09 14:17:18,34
2025-04-09 14:17:20,34
2025-04-09 14:17:22,34
2025-04-09 14:17:24,34
2025-04-09 14:17:26,34
2025-04-09 14:17:28,34
2025-04-09 14:17:30,34
