"Time","keycloak-metrics-https/keycloak:9000 name=G1 Concurrent GC"
2025-04-09 14:24:11,4
2025-04-09 14:24:12,4
2025-04-09 14:24:13,4
2025-04-09 14:24:14,4
2025-04-09 14:24:15,4
2025-04-09 14:24:16,4
2025-04-09 14:24:17,4
2025-04-09 14:24:18,4
2025-04-09 14:24:19,4
2025-04-09 14:24:20,4
2025-04-09 14:24:21,4
2025-04-09 14:24:22,4
2025-04-09 14:24:23,4
2025-04-09 14:24:24,4
2025-04-09 14:24:25,4
2025-04-09 14:24:26,4
2025-04-09 14:24:27,4
2025-04-09 14:24:28,4
2025-04-09 14:24:29,4
2025-04-09 14:24:30,4
2025-04-09 14:24:31,4
2025-04-09 14:24:32,4
2025-04-09 14:24:33,4
2025-04-09 14:24:34,4
2025-04-09 14:24:35,4
2025-04-09 14:24:36,4
2025-04-09 14:24:37,4
2025-04-09 14:24:38,4
2025-04-09 14:24:39,4
2025-04-09 14:24:40,4
2025-04-09 14:24:41,4
2025-04-09 14:24:42,4
2025-04-09 14:24:43,4
2025-04-09 14:24:44,4
2025-04-09 14:24:45,4
2025-04-09 14:24:46,4
2025-04-09 14:24:47,4
2025-04-09 14:24:48,4
2025-04-09 14:24:49,4
2025-04-09 14:24:50,4
2025-04-09 14:24:51,4
2025-04-09 14:24:52,4
2025-04-09 14:24:53,4
2025-04-09 14:24:54,4
2025-04-09 14:24:55,4
2025-04-09 14:24:56,4
2025-04-09 14:24:57,4
2025-04-09 14:24:58,4
2025-04-09 14:24:59,4
2025-04-09 14:25:00,4
2025-04-09 14:25:01,4
2025-04-09 14:25:02,4
2025-04-09 14:25:03,4
2025-04-09 14:25:04,4
2025-04-09 14:25:05,4
2025-04-09 14:25:06,4
2025-04-09 14:25:07,4
2025-04-09 14:25:08,4
2025-04-09 14:25:09,4
2025-04-09 14:25:10,4
2025-04-09 14:25:11,4
2025-04-09 14:25:12,4
2025-04-09 14:25:13,4
2025-04-09 14:25:14,4
2025-04-09 14:25:15,4
2025-04-09 14:25:16,4
2025-04-09 14:25:17,4
2025-04-09 14:25:18,4
2025-04-09 14:25:19,4
2025-04-09 14:25:20,4
2025-04-09 14:25:21,4
2025-04-09 14:25:22,4
2025-04-09 14:25:23,4
2025-04-09 14:25:24,4
2025-04-09 14:25:25,4
2025-04-09 14:25:26,4
2025-04-09 14:25:27,4
2025-04-09 14:25:28,4
2025-04-09 14:25:29,4
2025-04-09 14:25:30,4
2025-04-09 14:25:31,4
2025-04-09 14:25:32,4
2025-04-09 14:25:33,4
2025-04-09 14:25:34,4
2025-04-09 14:25:35,4
2025-04-09 14:25:36,4
2025-04-09 14:25:37,4
2025-04-09 14:25:38,4
2025-04-09 14:25:39,4
2025-04-09 14:25:40,4
2025-04-09 14:25:41,4
2025-04-09 14:25:42,4
2025-04-09 14:25:43,4
2025-04-09 14:25:44,4
2025-04-09 14:25:45,4
2025-04-09 14:25:46,4
2025-04-09 14:25:47,4
2025-04-09 14:25:48,4
2025-04-09 14:25:49,4
2025-04-09 14:25:50,4
2025-04-09 14:25:51,4
2025-04-09 14:25:52,4
2025-04-09 14:25:53,4
2025-04-09 14:25:54,4
2025-04-09 14:25:55,4
2025-04-09 14:25:56,4
2025-04-09 14:25:57,4
2025-04-09 14:25:58,4
2025-04-09 14:25:59,4
2025-04-09 14:26:00,4
2025-04-09 14:26:01,4
2025-04-09 14:26:02,4
2025-04-09 14:26:03,4
2025-04-09 14:26:04,4
2025-04-09 14:26:05,4
2025-04-09 14:26:06,4
2025-04-09 14:26:07,4
2025-04-09 14:26:08,4
2025-04-09 14:26:09,4
2025-04-09 14:26:10,4
2025-04-09 14:26:11,4
