"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 14:27:42,0.00393
2025-04-09 14:27:44,0.00393
2025-04-09 14:27:46,0.00393
2025-04-09 14:27:48,0.00393
2025-04-09 14:27:50,0.00393
2025-04-09 14:27:52,0.00852
2025-04-09 14:27:54,0.00852
2025-04-09 14:27:56,0.00852
2025-04-09 14:27:58,0.00852
2025-04-09 14:28:00,0.00852
2025-04-09 14:28:02,0.0127
2025-04-09 14:28:04,0.0127
2025-04-09 14:28:06,0.0127
2025-04-09 14:28:08,0.0127
2025-04-09 14:28:10,0.0127
2025-04-09 14:28:12,0.0283
2025-04-09 14:28:14,0.0283
2025-04-09 14:28:16,0.0283
2025-04-09 14:28:18,0.0283
2025-04-09 14:28:20,0.0283
2025-04-09 14:28:22,0.00196
2025-04-09 14:28:24,0.00196
2025-04-09 14:28:26,0.00196
2025-04-09 14:28:28,0.00196
2025-04-09 14:28:30,0.00196
2025-04-09 14:28:32,0.00230
2025-04-09 14:28:34,0.00230
2025-04-09 14:28:36,0.00230
2025-04-09 14:28:38,0.00230
2025-04-09 14:28:40,0.00230
2025-04-09 14:28:42,0.00261
2025-04-09 14:28:44,0.00261
2025-04-09 14:28:46,0.00261
2025-04-09 14:28:48,0.00261
2025-04-09 14:28:50,0.00261
2025-04-09 14:28:52,0.00268
2025-04-09 14:28:54,0.00268
2025-04-09 14:28:56,0.00268
2025-04-09 14:28:58,0.00268
2025-04-09 14:29:00,0.00268
2025-04-09 14:29:02,0.00237
2025-04-09 14:29:04,0.00237
2025-04-09 14:29:06,0.00237
2025-04-09 14:29:08,0.00237
2025-04-09 14:29:10,0.00237
2025-04-09 14:29:12,0.00233
2025-04-09 14:29:14,0.00233
2025-04-09 14:29:16,0.00233
2025-04-09 14:29:18,0.00233
2025-04-09 14:29:20,0.00233
2025-04-09 14:29:22,0.00269
2025-04-09 14:29:24,0.00269
2025-04-09 14:29:26,0.00269
2025-04-09 14:29:28,0.00269
2025-04-09 14:29:30,0.00269
2025-04-09 14:29:32,0.00265
2025-04-09 14:29:34,0.00265
2025-04-09 14:29:36,0.00265
2025-04-09 14:29:38,0.00265
2025-04-09 14:29:40,0.00265
2025-04-09 14:29:42,0.00366
