"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 14:12:20,46
2025-04-09 14:12:22,46
2025-04-09 14:12:24,46
2025-04-09 14:12:26,46
2025-04-09 14:12:28,46
2025-04-09 14:12:30,46
2025-04-09 14:12:32,46
2025-04-09 14:12:34,46
2025-04-09 14:12:36,46
2025-04-09 14:12:38,46
2025-04-09 14:12:40,46
2025-04-09 14:12:42,46
2025-04-09 14:12:44,46
2025-04-09 14:12:46,46
2025-04-09 14:12:48,46
2025-04-09 14:12:50,46
2025-04-09 14:12:52,46
2025-04-09 14:12:54,46
2025-04-09 14:12:56,46
2025-04-09 14:12:58,46
2025-04-09 14:13:00,46
2025-04-09 14:13:02,46
2025-04-09 14:13:04,46
2025-04-09 14:13:06,46
2025-04-09 14:13:08,46
2025-04-09 14:13:10,46
2025-04-09 14:13:12,46
2025-04-09 14:13:14,46
2025-04-09 14:13:16,46
2025-04-09 14:13:18,46
2025-04-09 14:13:20,46
2025-04-09 14:13:22,46
2025-04-09 14:13:24,46
2025-04-09 14:13:26,46
2025-04-09 14:13:28,46
2025-04-09 14:13:30,46
2025-04-09 14:13:32,46
2025-04-09 14:13:34,46
2025-04-09 14:13:36,46
2025-04-09 14:13:38,46
2025-04-09 14:13:40,46
2025-04-09 14:13:42,46
2025-04-09 14:13:44,46
2025-04-09 14:13:46,46
2025-04-09 14:13:48,46
2025-04-09 14:13:50,46
2025-04-09 14:13:52,46
2025-04-09 14:13:54,46
2025-04-09 14:13:56,46
2025-04-09 14:13:58,46
2025-04-09 14:14:00,46
2025-04-09 14:14:02,46
2025-04-09 14:14:04,46
2025-04-09 14:14:06,46
2025-04-09 14:14:08,46
2025-04-09 14:14:10,46
2025-04-09 14:14:12,46
2025-04-09 14:14:14,46
2025-04-09 14:14:16,46
2025-04-09 14:14:18,46
2025-04-09 14:14:20,46
