"Time","keycloak-metrics-https/keycloak:9000 name=G1 Concurrent GC"
2025-04-09 11:05:24,2
2025-04-09 11:05:25,2
2025-04-09 11:05:26,2
2025-04-09 11:05:27,2
2025-04-09 11:05:28,2
2025-04-09 11:05:29,2
2025-04-09 11:05:30,2
2025-04-09 11:05:31,2
2025-04-09 11:05:32,2
2025-04-09 11:05:33,2
2025-04-09 11:05:34,2
2025-04-09 11:05:35,2
2025-04-09 11:05:36,2
2025-04-09 11:05:37,2
2025-04-09 11:05:38,2
2025-04-09 11:05:39,2
2025-04-09 11:05:40,2
2025-04-09 11:05:41,2
2025-04-09 11:05:42,2
2025-04-09 11:05:43,2
2025-04-09 11:05:44,2
2025-04-09 11:05:45,2
2025-04-09 11:05:46,2
2025-04-09 11:05:47,2
2025-04-09 11:05:48,2
2025-04-09 11:05:49,2
2025-04-09 11:05:50,2
2025-04-09 11:05:51,2
2025-04-09 11:05:52,2
2025-04-09 11:05:53,2
2025-04-09 11:05:54,2
2025-04-09 11:05:55,2
2025-04-09 11:05:56,2
2025-04-09 11:05:57,2
2025-04-09 11:05:58,2
2025-04-09 11:05:59,2
2025-04-09 11:06:00,2
2025-04-09 11:06:01,2
2025-04-09 11:06:02,2
2025-04-09 11:06:03,2
2025-04-09 11:06:04,2
2025-04-09 11:06:05,2
2025-04-09 11:06:06,2
2025-04-09 11:06:07,2
2025-04-09 11:06:08,2
2025-04-09 11:06:09,2
2025-04-09 11:06:10,2
2025-04-09 11:06:11,2
2025-04-09 11:06:12,2
2025-04-09 11:06:13,2
2025-04-09 11:06:14,2
2025-04-09 11:06:15,2
2025-04-09 11:06:16,2
2025-04-09 11:06:17,2
2025-04-09 11:06:18,2
2025-04-09 11:06:19,2
2025-04-09 11:06:20,2
2025-04-09 11:06:21,2
2025-04-09 11:06:22,2
2025-04-09 11:06:23,2
2025-04-09 11:06:24,2
2025-04-09 11:06:25,2
2025-04-09 11:06:26,2
2025-04-09 11:06:27,2
2025-04-09 11:06:28,2
2025-04-09 11:06:29,2
2025-04-09 11:06:30,2
2025-04-09 11:06:31,2
2025-04-09 11:06:32,2
2025-04-09 11:06:33,2
2025-04-09 11:06:34,2
2025-04-09 11:06:35,2
2025-04-09 11:06:36,2
2025-04-09 11:06:37,2
2025-04-09 11:06:38,2
2025-04-09 11:06:39,2
2025-04-09 11:06:40,2
2025-04-09 11:06:41,2
2025-04-09 11:06:42,2
2025-04-09 11:06:43,2
2025-04-09 11:06:44,2
2025-04-09 11:06:45,2
2025-04-09 11:06:46,2
2025-04-09 11:06:47,2
2025-04-09 11:06:48,2
2025-04-09 11:06:49,2
2025-04-09 11:06:50,2
2025-04-09 11:06:51,2
2025-04-09 11:06:52,2
2025-04-09 11:06:53,2
2025-04-09 11:06:54,2
2025-04-09 11:06:55,2
2025-04-09 11:06:56,2
2025-04-09 11:06:57,2
2025-04-09 11:06:58,2
2025-04-09 11:06:59,2
2025-04-09 11:07:00,2
2025-04-09 11:07:01,2
2025-04-09 11:07:02,2
2025-04-09 11:07:03,2
2025-04-09 11:07:04,2
2025-04-09 11:07:05,2
2025-04-09 11:07:06,2
2025-04-09 11:07:07,2
2025-04-09 11:07:08,2
2025-04-09 11:07:09,2
2025-04-09 11:07:10,2
2025-04-09 11:07:11,2
2025-04-09 11:07:12,2
2025-04-09 11:07:13,2
2025-04-09 11:07:14,2
2025-04-09 11:07:15,2
2025-04-09 11:07:16,2
2025-04-09 11:07:17,2
2025-04-09 11:07:18,2
2025-04-09 11:07:19,2
2025-04-09 11:07:20,2
2025-04-09 11:07:21,2
2025-04-09 11:07:22,2
2025-04-09 11:07:23,2
2025-04-09 11:07:24,2
