"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 11:20:22,33
2025-04-09 11:20:24,33
2025-04-09 11:20:26,33
2025-04-09 11:20:28,33
2025-04-09 11:20:30,34
2025-04-09 11:20:32,34
2025-04-09 11:20:34,34
2025-04-09 11:20:36,34
2025-04-09 11:20:38,34
2025-04-09 11:20:40,35
2025-04-09 11:20:42,35
2025-04-09 11:20:44,35
2025-04-09 11:20:46,35
2025-04-09 11:20:48,35
2025-04-09 11:20:50,35
2025-04-09 11:20:52,35
2025-04-09 11:20:54,35
2025-04-09 11:20:56,35
2025-04-09 11:20:58,35
2025-04-09 11:21:00,35
2025-04-09 11:21:02,35
2025-04-09 11:21:04,35
2025-04-09 11:21:06,35
2025-04-09 11:21:08,35
2025-04-09 11:21:10,33
2025-04-09 11:21:12,33
2025-04-09 11:21:14,33
2025-04-09 11:21:16,33
2025-04-09 11:21:18,33
2025-04-09 11:21:20,33
2025-04-09 11:21:22,33
2025-04-09 11:21:24,33
2025-04-09 11:21:26,33
2025-04-09 11:21:28,33
2025-04-09 11:21:30,33
2025-04-09 11:21:32,33
2025-04-09 11:21:34,33
2025-04-09 11:21:36,33
2025-04-09 11:21:38,33
2025-04-09 11:21:40,34
2025-04-09 11:21:42,34
2025-04-09 11:21:44,34
2025-04-09 11:21:46,34
2025-04-09 11:21:48,34
2025-04-09 11:21:50,34
2025-04-09 11:21:52,34
2025-04-09 11:21:54,34
2025-04-09 11:21:56,34
2025-04-09 11:21:58,34
2025-04-09 11:22:00,34
2025-04-09 11:22:02,34
2025-04-09 11:22:04,34
2025-04-09 11:22:06,34
2025-04-09 11:22:08,34
2025-04-09 11:22:10,33
2025-04-09 11:22:12,33
2025-04-09 11:22:14,33
2025-04-09 11:22:16,33
2025-04-09 11:22:18,33
2025-04-09 11:22:20,33
2025-04-09 11:22:22,33
