"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 11:13:25,126.73 MiB
2025-04-09 11:13:26,126.73 MiB
2025-04-09 11:13:27,126.73 MiB
2025-04-09 11:13:28,126.73 MiB
2025-04-09 11:13:29,142.73 MiB
2025-04-09 11:13:30,142.73 MiB
2025-04-09 11:13:31,142.73 MiB
2025-04-09 11:13:32,142.73 MiB
2025-04-09 11:13:33,142.73 MiB
2025-04-09 11:13:34,142.73 MiB
2025-04-09 11:13:35,142.73 MiB
2025-04-09 11:13:36,142.73 MiB
2025-04-09 11:13:37,142.73 MiB
2025-04-09 11:13:38,142.73 MiB
2025-04-09 11:13:39,158.73 MiB
2025-04-09 11:13:40,158.73 MiB
2025-04-09 11:13:41,158.73 MiB
2025-04-09 11:13:42,158.73 MiB
2025-04-09 11:13:43,158.73 MiB
2025-04-09 11:13:44,158.73 MiB
2025-04-09 11:13:45,158.73 MiB
2025-04-09 11:13:46,158.73 MiB
2025-04-09 11:13:47,158.73 MiB
2025-04-09 11:13:48,158.73 MiB
2025-04-09 11:13:49,102.97 MiB
2025-04-09 11:13:50,102.97 MiB
2025-04-09 11:13:51,102.97 MiB
2025-04-09 11:13:52,102.97 MiB
2025-04-09 11:13:53,102.97 MiB
2025-04-09 11:13:54,102.97 MiB
2025-04-09 11:13:55,102.97 MiB
2025-04-09 11:13:56,102.97 MiB
2025-04-09 11:13:57,102.97 MiB
2025-04-09 11:13:58,102.97 MiB
2025-04-09 11:13:59,118.97 MiB
2025-04-09 11:14:00,118.97 MiB
2025-04-09 11:14:01,118.97 MiB
2025-04-09 11:14:02,118.97 MiB
2025-04-09 11:14:03,118.97 MiB
2025-04-09 11:14:04,118.97 MiB
2025-04-09 11:14:05,118.97 MiB
2025-04-09 11:14:06,118.97 MiB
2025-04-09 11:14:07,118.97 MiB
2025-04-09 11:14:08,118.97 MiB
2025-04-09 11:14:09,130.97 MiB
2025-04-09 11:14:10,130.97 MiB
2025-04-09 11:14:11,130.97 MiB
2025-04-09 11:14:12,130.97 MiB
2025-04-09 11:14:13,130.97 MiB
2025-04-09 11:14:14,130.97 MiB
2025-04-09 11:14:15,130.97 MiB
2025-04-09 11:14:16,130.97 MiB
2025-04-09 11:14:17,130.97 MiB
2025-04-09 11:14:18,130.97 MiB
2025-04-09 11:14:19,146.97 MiB
2025-04-09 11:14:20,146.97 MiB
2025-04-09 11:14:21,146.97 MiB
2025-04-09 11:14:22,146.97 MiB
2025-04-09 11:14:23,146.97 MiB
2025-04-09 11:14:24,146.97 MiB
2025-04-09 11:14:25,146.97 MiB
2025-04-09 11:14:26,146.97 MiB
2025-04-09 11:14:27,146.97 MiB
2025-04-09 11:14:28,146.97 MiB
2025-04-09 11:14:29,158.97 MiB
2025-04-09 11:14:30,158.97 MiB
2025-04-09 11:14:31,158.97 MiB
2025-04-09 11:14:32,158.97 MiB
2025-04-09 11:14:33,158.97 MiB
2025-04-09 11:14:34,158.97 MiB
2025-04-09 11:14:35,158.97 MiB
2025-04-09 11:14:36,158.97 MiB
2025-04-09 11:14:37,158.97 MiB
2025-04-09 11:14:38,158.97 MiB
2025-04-09 11:14:39,70.97 MiB
2025-04-09 11:14:40,70.97 MiB
2025-04-09 11:14:41,70.97 MiB
2025-04-09 11:14:42,70.97 MiB
2025-04-09 11:14:43,70.97 MiB
2025-04-09 11:14:44,70.97 MiB
2025-04-09 11:14:45,70.97 MiB
2025-04-09 11:14:46,70.97 MiB
2025-04-09 11:14:47,70.97 MiB
2025-04-09 11:14:48,70.97 MiB
2025-04-09 11:14:49,82.97 MiB
2025-04-09 11:14:50,82.97 MiB
2025-04-09 11:14:51,82.97 MiB
2025-04-09 11:14:52,82.97 MiB
2025-04-09 11:14:53,82.97 MiB
2025-04-09 11:14:54,82.97 MiB
2025-04-09 11:14:55,82.97 MiB
2025-04-09 11:14:56,82.97 MiB
2025-04-09 11:14:57,82.97 MiB
2025-04-09 11:14:58,82.97 MiB
2025-04-09 11:14:59,94.97 MiB
2025-04-09 11:15:00,94.97 MiB
2025-04-09 11:15:01,94.97 MiB
2025-04-09 11:15:02,94.97 MiB
2025-04-09 11:15:03,94.97 MiB
2025-04-09 11:15:04,94.97 MiB
2025-04-09 11:15:05,94.97 MiB
2025-04-09 11:15:06,94.97 MiB
2025-04-09 11:15:07,94.97 MiB
2025-04-09 11:15:08,94.97 MiB
2025-04-09 11:15:09,106.97 MiB
2025-04-09 11:15:10,106.97 MiB
2025-04-09 11:15:11,106.97 MiB
2025-04-09 11:15:12,106.97 MiB
2025-04-09 11:15:13,106.97 MiB
2025-04-09 11:15:14,106.97 MiB
2025-04-09 11:15:15,106.97 MiB
2025-04-09 11:15:16,106.97 MiB
2025-04-09 11:15:17,106.97 MiB
2025-04-09 11:15:18,106.97 MiB
2025-04-09 11:15:19,122.97 MiB
2025-04-09 11:15:20,122.97 MiB
2025-04-09 11:15:21,122.97 MiB
2025-04-09 11:15:22,122.97 MiB
2025-04-09 11:15:23,122.97 MiB
2025-04-09 11:15:24,122.97 MiB
2025-04-09 11:15:25,122.97 MiB
