"Time","keycloak-metrics-https/keycloak:9000 name=G1 Concurrent GC"
2025-04-09 12:29:47,4
2025-04-09 12:29:48,4
2025-04-09 12:29:49,4
2025-04-09 12:29:50,4
2025-04-09 12:29:51,4
2025-04-09 12:29:52,4
2025-04-09 12:29:53,4
2025-04-09 12:29:54,4
2025-04-09 12:29:55,4
2025-04-09 12:29:56,4
2025-04-09 12:29:57,4
2025-04-09 12:29:58,4
2025-04-09 12:29:59,4
2025-04-09 12:30:00,4
2025-04-09 12:30:01,4
2025-04-09 12:30:02,4
2025-04-09 12:30:03,4
2025-04-09 12:30:04,4
2025-04-09 12:30:05,4
2025-04-09 12:30:06,4
2025-04-09 12:30:07,4
2025-04-09 12:30:08,4
2025-04-09 12:30:09,4
2025-04-09 12:30:10,4
2025-04-09 12:30:11,4
2025-04-09 12:30:12,4
2025-04-09 12:30:13,4
2025-04-09 12:30:14,4
2025-04-09 12:30:15,4
2025-04-09 12:30:16,4
2025-04-09 12:30:17,4
2025-04-09 12:30:18,4
2025-04-09 12:30:19,4
2025-04-09 12:30:20,4
2025-04-09 12:30:21,4
2025-04-09 12:30:22,4
2025-04-09 12:30:23,4
2025-04-09 12:30:24,4
2025-04-09 12:30:25,4
2025-04-09 12:30:26,4
2025-04-09 12:30:27,4
2025-04-09 12:30:28,4
2025-04-09 12:30:29,4
2025-04-09 12:30:30,4
2025-04-09 12:30:31,4
2025-04-09 12:30:32,4
2025-04-09 12:30:33,4
2025-04-09 12:30:34,4
2025-04-09 12:30:35,4
2025-04-09 12:30:36,4
2025-04-09 12:30:37,4
2025-04-09 12:30:38,4
2025-04-09 12:30:39,4
2025-04-09 12:30:40,4
2025-04-09 12:30:41,4
2025-04-09 12:30:42,4
2025-04-09 12:30:43,4
2025-04-09 12:30:44,4
2025-04-09 12:30:45,4
2025-04-09 12:30:46,4
2025-04-09 12:30:47,4
2025-04-09 12:30:48,4
2025-04-09 12:30:49,4
2025-04-09 12:30:50,4
2025-04-09 12:30:51,4
2025-04-09 12:30:52,4
2025-04-09 12:30:53,4
2025-04-09 12:30:54,4
2025-04-09 12:30:55,4
2025-04-09 12:30:56,4
2025-04-09 12:30:57,4
2025-04-09 12:30:58,4
2025-04-09 12:30:59,4
2025-04-09 12:31:00,4
2025-04-09 12:31:01,4
2025-04-09 12:31:02,4
2025-04-09 12:31:03,4
2025-04-09 12:31:04,4
2025-04-09 12:31:05,4
2025-04-09 12:31:06,4
2025-04-09 12:31:07,4
2025-04-09 12:31:08,4
2025-04-09 12:31:09,4
2025-04-09 12:31:10,4
2025-04-09 12:31:11,4
2025-04-09 12:31:12,4
2025-04-09 12:31:13,4
2025-04-09 12:31:14,4
2025-04-09 12:31:15,4
2025-04-09 12:31:16,4
2025-04-09 12:31:17,4
2025-04-09 12:31:18,4
2025-04-09 12:31:19,4
2025-04-09 12:31:20,4
2025-04-09 12:31:21,4
2025-04-09 12:31:22,4
2025-04-09 12:31:23,4
2025-04-09 12:31:24,4
2025-04-09 12:31:25,4
2025-04-09 12:31:26,4
2025-04-09 12:31:27,4
2025-04-09 12:31:28,4
2025-04-09 12:31:29,4
2025-04-09 12:31:30,4
2025-04-09 12:31:31,4
2025-04-09 12:31:32,4
2025-04-09 12:31:33,4
2025-04-09 12:31:34,4
2025-04-09 12:31:35,4
2025-04-09 12:31:36,4
2025-04-09 12:31:37,4
2025-04-09 12:31:38,4
2025-04-09 12:31:39,4
2025-04-09 12:31:40,4
2025-04-09 12:31:41,4
2025-04-09 12:31:42,4
2025-04-09 12:31:43,4
2025-04-09 12:31:44,4
2025-04-09 12:31:45,4
2025-04-09 12:31:46,4
2025-04-09 12:31:47,4
