"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 12:23:34,34
2025-04-09 12:23:36,34
2025-04-09 12:23:38,34
2025-04-09 12:23:40,34
2025-04-09 12:23:42,34
2025-04-09 12:23:44,34
2025-04-09 12:23:46,34
2025-04-09 12:23:48,34
2025-04-09 12:23:50,38
2025-04-09 12:23:52,38
2025-04-09 12:23:54,38
2025-04-09 12:23:56,38
2025-04-09 12:23:58,38
2025-04-09 12:24:00,38
2025-04-09 12:24:02,38
2025-04-09 12:24:04,38
2025-04-09 12:24:06,38
2025-04-09 12:24:08,38
2025-04-09 12:24:10,38
2025-04-09 12:24:12,38
2025-04-09 12:24:14,38
2025-04-09 12:24:16,38
2025-04-09 12:24:18,38
2025-04-09 12:24:20,36
2025-04-09 12:24:22,36
2025-04-09 12:24:24,36
2025-04-09 12:24:26,36
2025-04-09 12:24:28,36
2025-04-09 12:24:30,34
2025-04-09 12:24:32,34
2025-04-09 12:24:34,34
2025-04-09 12:24:36,34
2025-04-09 12:24:38,34
2025-04-09 12:24:40,34
2025-04-09 12:24:42,34
2025-04-09 12:24:44,34
2025-04-09 12:24:46,34
2025-04-09 12:24:48,34
2025-04-09 12:24:50,35
2025-04-09 12:24:52,35
2025-04-09 12:24:54,35
2025-04-09 12:24:56,35
2025-04-09 12:24:58,35
2025-04-09 12:25:00,35
2025-04-09 12:25:02,35
2025-04-09 12:25:04,35
2025-04-09 12:25:06,35
2025-04-09 12:25:08,35
2025-04-09 12:25:10,35
2025-04-09 12:25:12,35
2025-04-09 12:25:14,35
2025-04-09 12:25:16,35
2025-04-09 12:25:18,35
2025-04-09 12:25:20,34
2025-04-09 12:25:22,34
2025-04-09 12:25:24,34
2025-04-09 12:25:26,34
2025-04-09 12:25:28,34
2025-04-09 12:25:30,34
2025-04-09 12:25:32,34
2025-04-09 12:25:34,34
