"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 15:07:34,32
2025-04-09 15:07:36,32
2025-04-09 15:07:38,32
2025-04-09 15:07:40,32
2025-04-09 15:07:42,32
2025-04-09 15:07:44,32
2025-04-09 15:07:46,32
2025-04-09 15:07:48,32
2025-04-09 15:07:50,33
2025-04-09 15:07:52,33
2025-04-09 15:07:54,33
2025-04-09 15:07:56,33
2025-04-09 15:07:58,33
2025-04-09 15:08:00,33
2025-04-09 15:08:02,33
2025-04-09 15:08:04,33
2025-04-09 15:08:06,33
2025-04-09 15:08:08,33
2025-04-09 15:08:10,33
2025-04-09 15:08:12,33
2025-04-09 15:08:14,33
2025-04-09 15:08:16,33
2025-04-09 15:08:18,33
2025-04-09 15:08:20,33
2025-04-09 15:08:22,33
2025-04-09 15:08:24,33
2025-04-09 15:08:26,33
2025-04-09 15:08:28,33
2025-04-09 15:08:30,33
2025-04-09 15:08:32,33
2025-04-09 15:08:34,33
2025-04-09 15:08:36,33
2025-04-09 15:08:38,33
2025-04-09 15:08:40,33
2025-04-09 15:08:42,33
2025-04-09 15:08:44,33
2025-04-09 15:08:46,33
2025-04-09 15:08:48,33
2025-04-09 15:08:50,33
2025-04-09 15:08:52,33
2025-04-09 15:08:54,33
2025-04-09 15:08:56,33
2025-04-09 15:08:58,33
2025-04-09 15:09:00,33
2025-04-09 15:09:02,33
2025-04-09 15:09:04,33
2025-04-09 15:09:06,33
2025-04-09 15:09:08,33
2025-04-09 15:09:10,33
2025-04-09 15:09:12,33
2025-04-09 15:09:14,33
2025-04-09 15:09:16,33
2025-04-09 15:09:18,33
2025-04-09 15:09:20,33
2025-04-09 15:09:22,33
2025-04-09 15:09:24,33
2025-04-09 15:09:26,33
2025-04-09 15:09:28,33
2025-04-09 15:09:30,33
2025-04-09 15:09:32,33
2025-04-09 15:09:34,33
