"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 15:11:46,34
2025-04-09 15:11:48,34
2025-04-09 15:11:50,33
2025-04-09 15:11:52,33
2025-04-09 15:11:54,33
2025-04-09 15:11:56,33
2025-04-09 15:11:58,33
2025-04-09 15:12:00,33
2025-04-09 15:12:02,33
2025-04-09 15:12:04,33
2025-04-09 15:12:06,33
2025-04-09 15:12:08,33
2025-04-09 15:12:10,32
2025-04-09 15:12:12,32
2025-04-09 15:12:14,32
2025-04-09 15:12:16,32
2025-04-09 15:12:18,32
2025-04-09 15:12:20,36
2025-04-09 15:12:22,36
2025-04-09 15:12:24,36
2025-04-09 15:12:26,36
2025-04-09 15:12:28,36
2025-04-09 15:12:30,36
2025-04-09 15:12:32,36
2025-04-09 15:12:34,36
2025-04-09 15:12:36,36
2025-04-09 15:12:38,36
2025-04-09 15:12:40,35
2025-04-09 15:12:42,35
2025-04-09 15:12:44,35
2025-04-09 15:12:46,35
2025-04-09 15:12:48,35
2025-04-09 15:12:50,33
2025-04-09 15:12:52,33
2025-04-09 15:12:54,33
2025-04-09 15:12:56,33
2025-04-09 15:12:58,33
2025-04-09 15:13:00,33
2025-04-09 15:13:02,33
2025-04-09 15:13:04,33
2025-04-09 15:13:06,33
2025-04-09 15:13:08,33
2025-04-09 15:13:10,33
2025-04-09 15:13:12,33
2025-04-09 15:13:14,33
2025-04-09 15:13:16,33
2025-04-09 15:13:18,33
2025-04-09 15:13:20,33
2025-04-09 15:13:22,33
2025-04-09 15:13:24,33
2025-04-09 15:13:26,33
2025-04-09 15:13:28,33
2025-04-09 15:13:30,33
2025-04-09 15:13:32,33
2025-04-09 15:13:34,33
2025-04-09 15:13:36,33
2025-04-09 15:13:38,33
2025-04-09 15:13:40,33
2025-04-09 15:13:42,33
2025-04-09 15:13:44,33
2025-04-09 15:13:46,33
