"Time","keycloak-metrics-https/keycloak:9000 "
2025-04-09 15:11:46,143.24 MiB
2025-04-09 15:11:47,143.24 MiB
2025-04-09 15:11:48,143.24 MiB
2025-04-09 15:11:49,143.24 MiB
2025-04-09 15:11:50,163.24 MiB
2025-04-09 15:11:51,163.24 MiB
2025-04-09 15:11:52,163.24 MiB
2025-04-09 15:11:53,163.24 MiB
2025-04-09 15:11:54,163.24 MiB
2025-04-09 15:11:55,163.24 MiB
2025-04-09 15:11:56,163.24 MiB
2025-04-09 15:11:57,163.24 MiB
2025-04-09 15:11:58,163.24 MiB
2025-04-09 15:11:59,163.24 MiB
2025-04-09 15:12:00,183.24 MiB
2025-04-09 15:12:01,183.24 MiB
2025-04-09 15:12:02,183.24 MiB
2025-04-09 15:12:03,183.24 MiB
2025-04-09 15:12:04,183.24 MiB
2025-04-09 15:12:05,183.24 MiB
2025-04-09 15:12:06,183.24 MiB
2025-04-09 15:12:07,183.24 MiB
2025-04-09 15:12:08,183.24 MiB
2025-04-09 15:12:09,183.24 MiB
2025-04-09 15:12:10,207.24 MiB
2025-04-09 15:12:11,207.24 MiB
2025-04-09 15:12:12,207.24 MiB
2025-04-09 15:12:13,207.24 MiB
2025-04-09 15:12:14,207.24 MiB
2025-04-09 15:12:15,207.24 MiB
2025-04-09 15:12:16,207.24 MiB
2025-04-09 15:12:17,207.24 MiB
2025-04-09 15:12:18,207.24 MiB
2025-04-09 15:12:19,207.24 MiB
2025-04-09 15:12:20,80.35 MiB
2025-04-09 15:12:21,80.35 MiB
2025-04-09 15:12:22,80.35 MiB
2025-04-09 15:12:23,80.35 MiB
2025-04-09 15:12:24,80.35 MiB
2025-04-09 15:12:25,80.35 MiB
2025-04-09 15:12:26,80.35 MiB
2025-04-09 15:12:27,80.35 MiB
2025-04-09 15:12:28,80.35 MiB
2025-04-09 15:12:29,80.35 MiB
2025-04-09 15:12:30,100.35 MiB
2025-04-09 15:12:31,100.35 MiB
2025-04-09 15:12:32,100.35 MiB
2025-04-09 15:12:33,100.35 MiB
2025-04-09 15:12:34,100.35 MiB
2025-04-09 15:12:35,100.35 MiB
2025-04-09 15:12:36,100.35 MiB
2025-04-09 15:12:37,100.35 MiB
2025-04-09 15:12:38,100.35 MiB
2025-04-09 15:12:39,100.35 MiB
2025-04-09 15:12:40,116.35 MiB
2025-04-09 15:12:41,116.35 MiB
2025-04-09 15:12:42,116.35 MiB
2025-04-09 15:12:43,116.35 MiB
2025-04-09 15:12:44,116.35 MiB
2025-04-09 15:12:45,116.35 MiB
2025-04-09 15:12:46,116.35 MiB
2025-04-09 15:12:47,116.35 MiB
2025-04-09 15:12:48,116.35 MiB
2025-04-09 15:12:49,116.35 MiB
2025-04-09 15:12:50,136.35 MiB
2025-04-09 15:12:51,136.35 MiB
2025-04-09 15:12:52,136.35 MiB
2025-04-09 15:12:53,136.35 MiB
2025-04-09 15:12:54,136.35 MiB
2025-04-09 15:12:55,136.35 MiB
2025-04-09 15:12:56,136.35 MiB
2025-04-09 15:12:57,136.35 MiB
2025-04-09 15:12:58,136.35 MiB
2025-04-09 15:12:59,136.35 MiB
2025-04-09 15:13:00,152.35 MiB
2025-04-09 15:13:01,152.35 MiB
2025-04-09 15:13:02,152.35 MiB
2025-04-09 15:13:03,152.35 MiB
2025-04-09 15:13:04,152.35 MiB
2025-04-09 15:13:05,152.35 MiB
2025-04-09 15:13:06,152.35 MiB
2025-04-09 15:13:07,152.35 MiB
2025-04-09 15:13:08,152.35 MiB
2025-04-09 15:13:09,152.35 MiB
2025-04-09 15:13:10,172.35 MiB
2025-04-09 15:13:11,172.35 MiB
2025-04-09 15:13:12,172.35 MiB
2025-04-09 15:13:13,172.35 MiB
2025-04-09 15:13:14,172.35 MiB
2025-04-09 15:13:15,172.35 MiB
2025-04-09 15:13:16,172.35 MiB
2025-04-09 15:13:17,172.35 MiB
2025-04-09 15:13:18,172.35 MiB
2025-04-09 15:13:19,172.35 MiB
2025-04-09 15:13:20,188.35 MiB
2025-04-09 15:13:21,188.35 MiB
2025-04-09 15:13:22,188.35 MiB
2025-04-09 15:13:23,188.35 MiB
2025-04-09 15:13:24,188.35 MiB
2025-04-09 15:13:25,188.35 MiB
2025-04-09 15:13:26,188.35 MiB
2025-04-09 15:13:27,188.35 MiB
2025-04-09 15:13:28,188.35 MiB
2025-04-09 15:13:29,188.35 MiB
2025-04-09 15:13:30,208.35 MiB
2025-04-09 15:13:31,208.35 MiB
2025-04-09 15:13:32,208.35 MiB
2025-04-09 15:13:33,208.35 MiB
2025-04-09 15:13:34,208.35 MiB
2025-04-09 15:13:35,208.35 MiB
2025-04-09 15:13:36,208.35 MiB
2025-04-09 15:13:37,208.35 MiB
2025-04-09 15:13:38,208.35 MiB
2025-04-09 15:13:39,208.35 MiB
2025-04-09 15:13:40,228.35 MiB
2025-04-09 15:13:41,228.35 MiB
2025-04-09 15:13:42,228.35 MiB
2025-04-09 15:13:43,228.35 MiB
2025-04-09 15:13:44,228.35 MiB
2025-04-09 15:13:45,228.35 MiB
2025-04-09 15:13:46,228.35 MiB
