"Time","keycloak-metrics-https/keycloak:9000 name=G1 Concurrent GC"
2025-04-09 15:11:46,2
2025-04-09 15:11:47,2
2025-04-09 15:11:48,2
2025-04-09 15:11:49,2
2025-04-09 15:11:50,2
2025-04-09 15:11:51,2
2025-04-09 15:11:52,2
2025-04-09 15:11:53,2
2025-04-09 15:11:54,2
2025-04-09 15:11:55,2
2025-04-09 15:11:56,2
2025-04-09 15:11:57,2
2025-04-09 15:11:58,2
2025-04-09 15:11:59,2
2025-04-09 15:12:00,2
2025-04-09 15:12:01,2
2025-04-09 15:12:02,2
2025-04-09 15:12:03,2
2025-04-09 15:12:04,2
2025-04-09 15:12:05,2
2025-04-09 15:12:06,2
2025-04-09 15:12:07,2
2025-04-09 15:12:08,2
2025-04-09 15:12:09,2
2025-04-09 15:12:10,2
2025-04-09 15:12:11,2
2025-04-09 15:12:12,2
2025-04-09 15:12:13,2
2025-04-09 15:12:14,2
2025-04-09 15:12:15,2
2025-04-09 15:12:16,2
2025-04-09 15:12:17,2
2025-04-09 15:12:18,2
2025-04-09 15:12:19,2
2025-04-09 15:12:20,2
2025-04-09 15:12:21,2
2025-04-09 15:12:22,2
2025-04-09 15:12:23,2
2025-04-09 15:12:24,2
2025-04-09 15:12:25,2
2025-04-09 15:12:26,2
2025-04-09 15:12:27,2
2025-04-09 15:12:28,2
2025-04-09 15:12:29,2
2025-04-09 15:12:30,2
2025-04-09 15:12:31,2
2025-04-09 15:12:32,2
2025-04-09 15:12:33,2
2025-04-09 15:12:34,2
2025-04-09 15:12:35,2
2025-04-09 15:12:36,2
2025-04-09 15:12:37,2
2025-04-09 15:12:38,2
2025-04-09 15:12:39,2
2025-04-09 15:12:40,2
2025-04-09 15:12:41,2
2025-04-09 15:12:42,2
2025-04-09 15:12:43,2
2025-04-09 15:12:44,2
2025-04-09 15:12:45,2
2025-04-09 15:12:46,2
2025-04-09 15:12:47,2
2025-04-09 15:12:48,2
2025-04-09 15:12:49,2
2025-04-09 15:12:50,2
2025-04-09 15:12:51,2
2025-04-09 15:12:52,2
2025-04-09 15:12:53,2
2025-04-09 15:12:54,2
2025-04-09 15:12:55,2
2025-04-09 15:12:56,2
2025-04-09 15:12:57,2
2025-04-09 15:12:58,2
2025-04-09 15:12:59,2
2025-04-09 15:13:00,2
2025-04-09 15:13:01,2
2025-04-09 15:13:02,2
2025-04-09 15:13:03,2
2025-04-09 15:13:04,2
2025-04-09 15:13:05,2
2025-04-09 15:13:06,2
2025-04-09 15:13:07,2
2025-04-09 15:13:08,2
2025-04-09 15:13:09,2
2025-04-09 15:13:10,2
2025-04-09 15:13:11,2
2025-04-09 15:13:12,2
2025-04-09 15:13:13,2
2025-04-09 15:13:14,2
2025-04-09 15:13:15,2
2025-04-09 15:13:16,2
2025-04-09 15:13:17,2
2025-04-09 15:13:18,2
2025-04-09 15:13:19,2
2025-04-09 15:13:20,2
2025-04-09 15:13:21,2
2025-04-09 15:13:22,2
2025-04-09 15:13:23,2
2025-04-09 15:13:24,2
2025-04-09 15:13:25,2
2025-04-09 15:13:26,2
2025-04-09 15:13:27,2
2025-04-09 15:13:28,2
2025-04-09 15:13:29,2
2025-04-09 15:13:30,2
2025-04-09 15:13:31,2
2025-04-09 15:13:32,2
2025-04-09 15:13:33,2
2025-04-09 15:13:34,2
2025-04-09 15:13:35,2
2025-04-09 15:13:36,2
2025-04-09 15:13:37,2
2025-04-09 15:13:38,2
2025-04-09 15:13:39,2
2025-04-09 15:13:40,2
2025-04-09 15:13:41,2
2025-04-09 15:13:42,2
2025-04-09 15:13:43,2
2025-04-09 15:13:44,2
2025-04-09 15:13:45,2
2025-04-09 15:13:46,2
